Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
210191773,Katabasis,R.F. Kuang,"Kuang, R.F.",,"=""0063021471""","=""9780063021471""",0,Harper Voyager,Hardcover,541,2025,2025,,2025/02/21,to-read,to-read (#1852),to-read,,,,0,0
22401468,Yesterday,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",0,„The New Yorker“,ebook,52,2014,2014,,2025/02/20,to-read,to-read (#1851),to-read,,,,0,0
213395,The Last Leaf,O. Henry,"Henry, O.","Raymond Harris, Walter Pauk, Robert J. Pailthorpe","=""0890611955""","=""9780890611951""",0,Jamestown Pubns,Paperback,35,1979,1907,,2025/02/20,to-read,to-read (#1850),to-read,,,,0,0
17563539,The Egg,Andy Weir,"Weir, Andy",,"=""""","=""""",0,Andy Weir / Galactanet,ebook,3,2009,2009,,2025/02/20,to-read,to-read (#1849),to-read,,,,0,0
206172,The Pit and the Pendulum,Edgar Allan Poe,"Poe, Edgar Allan",,"=""0146000110""","=""9780146000119""",0,Penguin Books,Paperback,64,1995,1842,,2025/02/20,to-read,to-read (#1848),to-read,,,,0,0
677552,The Selfish Giant,Oscar Wilde,"Wilde, Oscar",S. Saelig Gallagher,"=""0399224483""","=""9780399224485""",0,Putnam Juvenile,Hardcover,32,1995,1888,,2025/02/20,to-read,to-read (#1847),to-read,,,,0,0
9357703,Signs and Symbols (Stories of Vladimir Nabokov),Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,,Collection,16,,1948,,2025/02/20,to-read,to-read (#1846),to-read,,,,0,0
212012146,Night Watch,Jayne Anne Phillips,"Phillips, Jayne Anne",,"=""""","=""""",0,Vintage,Paperback,304,2025,2023,,2025/02/20,to-read,to-read (#1845),to-read,,,,0,0
55881796,Crossroads,Jonathan Franzen,"Franzen, Jonathan",,"=""0374181179""","=""9780374181178""",0,"Farrar, Straus and Giroux",Hardcover,592,2021,2021,,2025/02/19,to-read,to-read (#1844),to-read,,,,0,0
271074,Tree of Smoke,Denis Johnson,"Johnson, Denis",,"=""0374279128""","=""9780374279127""",2.0,"Farrar, Straus and Giroux",Hardcover,614,2007,2004,2025/02/19,2025/01/12,,,read,"<i>Tree of Smoke</i> is an ambitious, literary portrayal of the Vietnam war, but it is chaotic and hard to get into-- a novel that likely will reward readers that give it a second go.  Whether or not you can wrap your head around the complicated military antics and multiple storylines contained within <i>Tree of Smoke</i>, those who submit to the unpredictability of this gritty rollercoaster of a novel may still enjoy the ride as it twists and turns through many existentialist themes.",,,1,0
608287,Jesus’ Son,Denis Johnson,"Johnson, Denis",,"=""0060975776""","=""9780060975777""",0,Perennial,Mass Market Paperback,160,1993,1992,,2025/02/19,to-read,to-read (#1843),to-read,,,,0,0
101172,The Pugilist at Rest,Thom Jones,"Jones, Thom",,"=""0316473049""","=""9780316473040""",0,"Little, Brown Paperbacks",Paperback,240,1994,1993,,2025/02/19,to-read,to-read (#1842),to-read,,,,0,0
9903,Angels,Denis Johnson,"Johnson, Denis",,"=""0099440830""","=""9780099440833""",0,Vintage,Paperback,209,2003,1977,,2025/02/19,to-read,to-read (#1841),to-read,,,,0,0
24550317,"W.B. Yeats: A Vision, The Original 1925 Version",W.B. Yeats,"Yeats, W.B.",,"=""""","=""""",0,Lexicos Books,Kindle Edition,423,2014,1925,,2025/02/17,to-read,to-read (#1840),to-read,,,,0,0
45791,The Ballad of the Sad Café and Other Stories,Carson McCullers,"McCullers, Carson",,"=""0618565868""","=""9780618565863""",0,Mariner Books,Paperback,160,2005,1951,,2025/02/17,to-read,to-read (#1839),to-read,,,,0,0
50970206,The Stone Girl,Dirk Wittenborn,"Wittenborn, Dirk",,"=""1324005815""","=""9781324005810""",0,W. W. Norton  Company,Hardcover,480,2020,2020,,2025/02/17,to-read,to-read (#1838),to-read,,,,0,0
1140987,Shipwrecks,Akira Yoshimura,"Yoshimura, Akira",,"=""0156008351""","=""9780156008358""",0,Harcourt,Paperback,180,2000,1982,,2025/02/17,to-read,to-read (#1837),to-read,,,,0,0
196578294,"The Horla and Others: Guy de Maupassant's Best Weird Fiction and Ghost Stories: Tales of Mystery, Murder, Fantasy & Horror (Oldstyle Tales' Horror Authors)",Guy de Maupassant,"Maupassant, Guy de","M. Walter Dunne, Dora Knowlton Ranous, W. Bob Holland, M. Grant Kellermeyer","=""1500882542""","=""9781500882549""",0,CreateSpace Independent Publishing Platform,Paperback,159,2014,1886,,2025/02/17,to-read,to-read (#1836),to-read,,,,0,0
62586051,Dom Casmurro,Machado de Assis,"Assis, Machado de",,"=""1324090707""","=""9781324090700""",0,Liveright,Hardcover,288,2023,1899,,2025/02/17,to-read,to-read (#1835),to-read,,,,0,0
202655373,The Curators,Maggie Nye,"Nye, Maggie",,"=""0810147327""","=""9780810147324""",0,Curbstone Books 2,Paperback,296,2024,2024,,2025/02/16,to-read,to-read (#1834),to-read,,,,0,0
203579211,Eat the Ones You Love,Sarah Maria Griffin,"Griffin, Sarah Maria",,"=""1250910692""","=""9781250910691""",0,Tor Books,Hardcover,288,2025,2025,,2025/02/16,to-read,to-read (#1833),to-read,,,,0,0
211934921,Exit Zero,Marie-Helene Bertino,"Bertino, Marie-Helene",,"=""0374616477""","=""9780374616472""",0,FSG Originals,Paperback,208,2025,2025,,2025/02/16,to-read,to-read (#1832),to-read,,,,0,0
213570812,Blood on Her Tongue,Johanna van Veen,"Veen, Johanna van",,"=""1728281571""","=""9781728281575""",0,Poisoned Pen Press,Paperback,368,2025,2025,,2025/02/16,to-read,to-read (#1831),to-read,,,,0,0
212293975,Old Soul,Susan  Barker,"Barker, Susan",,"=""""","=""""",3.0,G.P. Putnam's Sons,Kindle Edition,348,2025,2025,2025/02/16,2025/01/25,,,read,"Instead of relying on shock factor horror tactics, <i>Old Soul</i> channels creepy, mysterious vibes, giving away just enough to keep you reading on the edge of your seat.<br/><br/>While the novel's narrative jumps can be a bit jarring, a persistent background darkness maintains the sense of dread and unease throughout.  Still, a reader my a find their investment and interest in the story may vary as the focus shifts between an extensive, revolving cast of supporting characters.<br/><br/>Barker's work here surpasses the average run-of-the-mill, horror-tinged thriller, but it's hard to shake the sense that <i>Old Soul</i> lacks, although hard to pin down, some dimension of depth.<br/><br/><br/>",,,1,0
217313011,"The Tainted Cup (Shadow of the Leviathan, #1)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""1984820710""","=""9781984820716""",0,Random House Worlds,Paperback,410,2024,2024,,2025/02/15,to-read,to-read (#1830),to-read,,,,0,0
214152146,Clear,Carys Davies,"Davies, Carys",,"=""1668030675""","=""9781668030677""",0,Scribner,Paperback,224,2025,2024,,2025/02/13,to-read,to-read (#1829),to-read,,,,0,0
214988436,Passing Through a Prairie Country,Dennis E. Staples,"Staples, Dennis E.",,"=""1640096876""","=""9781640096875""",0,Counterpoint,Hardcover,272,2025,2025,,2025/02/11,to-read,to-read (#1828),to-read,,,,0,0
214504702,A Wizard of Earthsea: A Graphic Novel (The Books of Earthsea),Fred Fordham,"Fordham, Fred",Ursula K. Le Guin,"=""0063285762""","=""9780063285767""",0,Clarion Books,Hardcover,288,2025,2025,,2025/02/10,to-read,to-read (#1827),to-read,,,,0,0
214151722,Spirited Away Film Comic: All-in-One Edition,Hayao Miyazaki,"Miyazaki, Hayao",,"=""1974751554""","=""9781974751556""",0,VIZ Media LLC,Hardcover,856,2025,2025,,2025/02/10,to-read,to-read (#1826),to-read,,,,0,0
12749,"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel",Lydia Davis,"=""0142437964""","=""9780142437964""",0,Penguin Classics,Paperback,468,2004,1913,,2025/02/09,to-read,to-read (#1825),to-read,,,,0,0
8388793,The Book of Disquiet,Fernando Pessoa,"Pessoa, Fernando",Richard Zenith,"=""""","=""""",2.0,Penguin,Kindle Edition,510,2002,1982,2025/02/09,2023/01/10,,,read,"A tough book to read makes a tough book to review.  Pessoa’s “The Book Of Disquiet” is repetitive and self indulgent, but should we expect much different from what is basically a collection of diary-like entries that explore the psyche of the writer from every possible angle? Even if we don’t hold The B. Of D. to the standard of novels (because it isn’t one) it’s still a bit disappointing because there are moments of genius that ignite with a glorious blaze, only to be snuffed out seconds later by the tiresome ramblings that rehash territory that was already covered. No doubt, Pessoa’s dedication to working on The B. of D. over the course of decades is impressive, but it’s also unfortunate because any work that goes on that long is bound to have continuity issues, plus a need for a God-like editor.  Unsurprisingly, The Book reads essentially like an authentically unedited journal, one by a writer that showed little-to-no restraint because he was still in the drafting stage. That just means that The B. of D. falls very short of reaching its full potential, and it’s too bad Pessoa wasn’t able to complete this work, because I suspect he would be just as unhappy with its current state as I am. ",,,1,0
215003811,Downward to the Earth,Robert Silverberg,"Silverberg, Robert",,"=""""","=""9798212877800""",0,"Blackstone Publishing, Inc.",Paperback,240,2025,1969,,2025/02/06,to-read,to-read (#1824),to-read,,,,0,0
102564,The Mysterious Stranger,Mark Twain,"Twain, Mark",,"=""1573920398""","=""9781573920391""",0,G38-Prometheus,Paperback,122,1995,1916,,2025/02/05,to-read,to-read (#1823),to-read,,,,0,0
54103321,A Parchment of Leaves,Silas House,"House, Silas",,"=""1949467252""","=""9781949467253""",0,Blair,Paperback,306,2020,2002,,2025/02/04,to-read,to-read (#1822),to-read,,,,0,0
10813,One Man's Meat,E.B. White,"White, E.B.",Roger Angell,"=""0884481921""","=""9780884481928""",0,Tilbury House,Paperback,279,2023,1942,,2025/02/04,to-read,to-read (#1821),to-read,,,,0,0
61982591,Explosion in a Cathedral,Alejo Carpentier,"Carpentier, Alejo","Alejandro Zambra, Adrian Nathan West","=""0143133888""","=""9780143133889""",0,Penguin Classics,Paperback,336,2023,1962,,2025/02/04,to-read,to-read (#1820),to-read,,,,0,0
2675914,The Underdogs,Mariano Azuela,"Azuela, Mariano",Sergio Waisman,"=""0143105272""","=""9780143105275""",0,Penguin Classics,Paperback,176,2008,1915,,2025/02/04,to-read,to-read (#1819),to-read,,,,0,0
51783,The Conquest of Happiness,Bertrand Russell,"Russell, Bertrand",,"=""0415378478""","=""9780415378475""",0,Routledge,Paperback,183,1976,1930,,2025/02/04,to-read,to-read (#1818),to-read,,,,0,0
6551,Herzog,Saul Bellow,"Bellow, Saul",Philip Roth,"=""0142437298""","=""9780142437292""",0,Penguin Classics,Paperback,371,2003,1964,,2025/02/04,to-read,to-read (#1817),to-read,,,,0,0
126583,Appointment in Samarra,John O'Hara,"O'Hara, John",,"=""0375719202""","=""9780375719202""",0,Vintage,Paperback,251,2003,1934,,2025/02/04,to-read,to-read (#1816),to-read,,,,0,0
11376,Main Street,Sinclair Lewis,"Lewis, Sinclair",,"=""0375753141""","=""9780375753145""",0,Modern Library,Paperback,454,1999,1920,,2025/02/04,to-read,to-read (#1815),to-read,,,,0,0
313419,"Blade of the Immortal, Volume 1: Blood of a Thousand",Hiroaki Samura,"Samura, Hiroaki",,"=""1569712395""","=""9781569712399""",0,Dark Horse,Paperback,191,2010,1994,,2025/02/04,to-read,to-read (#1814),to-read,,,,0,0
1925547,Treatise on the Sensations,Étienne Bonnot de Condillac,"Condillac, Étienne Bonnot de",,"=""1903083109""","=""9781903083109""",0,Clinamen Pr Ltd,Paperback,250,2002,1754,,2025/02/03,to-read,to-read (#1813),to-read,,,,0,0
930894,Essay on the Origin of Human Knowledge,Étienne Bonnot de Condillac,"Condillac, Étienne Bonnot de",Hans Aarsleff,"=""0521585767""","=""9780521585767""",0,Cambridge University Press,Paperback,280,2001,1746,,2025/02/03,to-read,to-read (#1812),to-read,,,,0,0
214152054,Cahokia Jazz,Francis Spufford,"Spufford, Francis",,"=""1668025469""","=""9781668025468""",0,Scribner,Paperback,464,2025,2023,,2025/02/03,to-read,to-read (#1811),to-read,,,,0,0
75584918,Cahokia Jazz,Francis Spufford,"Spufford, Francis",,"=""0571336876""","=""9780571336876""",0,Faber & Faber,Hardcover,496,2023,2023,,2025/02/03,to-read,to-read (#1810),to-read,,,,0,0
9842945,The Suicide's Grave: Being the Private Memoirs and Confessions of a Justified Sinner,James Hogg,"Hogg, James",Andrew  Lang,"=""1167212509""","=""9781167212505""",0,Kessinger Publishing,Paperback,272,2010,1824,,2025/02/02,to-read,to-read (#1809),to-read,,,,0,0
548025,Bigot Hall: A Gothic Childhood,Steve Aylett,"Aylett, Steve",,"=""1897959206""","=""9781897959206""",0,Serif,Hardcover,153,2002,1995,,2025/02/02,to-read,to-read (#1808),to-read,,,,0,0
57455226,"The Nothing That Is (Mr. Dinosaur, #1)",Kyle  Winkler,"Winkler, Kyle",,"=""""","=""9798722044952""",0,Independently published,Paperback,184,2021,2021,,2025/02/02,to-read,to-read (#1807),to-read,,,,0,0
22613,Simulacra and Simulation,Jean Baudrillard,"Baudrillard, Jean",Sheila Faria Glaser,"=""0472065211""","=""9780472065219""",0,University of Michigan Press,Paperback,164,1994,1981,,2025/02/02,to-read,to-read (#1806),to-read,,,,0,0
213263148,Bury Our Bones in the Midnight Soil,V.E. Schwab,"Schwab, V.E.",,"=""1250320526""","=""9781250320520""",0,Tor Books,Hardcover,535,2025,2025,,2025/02/01,to-read,to-read (#1805),to-read,,,,0,0
1712403,Message (English and Portuguese Edition),Fernando Pessoa,"Pessoa, Fernando",,"=""190570027X""","=""9781905700271""",0,Shearsman Books,Paperback,112,2007,1934,,2025/01/30,to-read,to-read (#1804),to-read,,,,0,0
12991188,Train Dreams,Denis Johnson,"Johnson, Denis",,"=""1250007658""","=""9781250007650""",4.0,Picador Paper,Paperback,116,2012,2002,2025/01/29,2022/01/14,,,read,,,,1,0
195703882,The Eyes Are the Best Part,Monika Kim,"Kim, Monika",,"=""1645661237""","=""9781645661238""",4.0,Erewhon Books,Hardcover,278,2024,2024,2025/01/28,2024/01/17,,,read,"3.5– disturbing and entertaining, despite a few small plot holes",,,1,0
195607710,Woodworm,Layla Martínez,"Martínez, Layla","Sophie Hughes, Annie McDermott","=""""","=""""",0,Vintage Digital,Kindle Edition,124,2024,2021,,2025/01/26,to-read,to-read (#1803),to-read,,,,0,0
6684974,About a Mountain,John D'Agata,"D'Agata, John",,"=""0393068188""","=""9780393068184""",0,W. W. Norton & Company,Hardcover,240,2010,2010,,2025/01/26,to-read,to-read (#1802),to-read,,,,0,0
38787,Pedro Páramo,Juan Rulfo,"Rulfo, Juan","Susan Sontag, Margaret Sayers Peden","=""0802133908""","=""9780802133908""",4.0,Grove Press,Paperback,128,1994,1955,2025/01/08,2022/10/03,read-again,read-again (#1),read,,,,1,0
26187137,Pandora's Box,Osamu Dazai,"Dazai, Osamu",Shelley Marshall,"=""""","=""""",0,Smashwords,Kindle Edition,126,2015,1944,,2025/01/25,to-read,to-read (#1801),to-read,,,,0,0
220160939,Feeders,Matt Serafini,"Serafini, Matt",,"=""1668060973""","=""9781668060971""",0,Gallery Books,Paperback,406,2025,2025,,2025/01/25,to-read,to-read (#1800),to-read,,,,0,0
214152047,Polybius,Collin Armstrong,"Armstrong, Collin",,"=""1668044978""","=""9781668044971""",0,Gallery Books,Hardcover,352,2025,2025,,2025/01/25,to-read,to-read (#1799),to-read,,,,0,0
214195225,Polybius,Collin Armstrong,"Armstrong, Collin",,"=""1668044994""","=""9781668044995""",0,Gallery Books,Kindle Edition,352,2025,2025,,2025/01/25,to-read,to-read (#1798),to-read,,,,0,0
214986083,Passing Through a Prairie Country,Dennis E. Staples,"Staples, Dennis E.",,"=""1640096884""","=""9781640096882""",0,Counterpoint,Kindle Edition,272,2025,2025,,2025/01/25,to-read,to-read (#1797),to-read,,,,0,0
123846397,H.P. Lovecraft's The Shadow Over Innsmouth,Gou Tanabe,"Tanabe, Gou","H.P. Lovecraft, Zack Davisson, Steve Dutro","=""1506736033""","=""9781506736044""",0,Dark Horse Manga,Kindle Edition,450,2023,2022,,2025/01/25,to-read,to-read (#1796),to-read,,,,0,0
176442681,Rare Flavours,Ram V,"V, Ram","Filipe Andrade, Inês Amaro, AndWorld Design","=""1608861538""","=""9781608861538""",0,BOOM! Studios,Paperback,160,2024,2024,,2025/01/25,to-read,to-read (#1795),to-read,,,,0,0
207003533,Dante's Inferno: A Graphic Novel Adaptation,Paul Brizzi,"Brizzi, Paul","Gaëtan Brizzi, Dante Alighieri","=""1419776754""","=""9781419776755""",5.0,Harry N. Abrams,Hardcover,160,2024,2023,2025/01/25,2025/01/25,,,read,,,,1,0
39090430,"Vita Nostra (Vita Nostra, #1)",Marina Dyachenko,"Dyachenko, Marina","Sergey Dyachenko, Julia Meitov Hersey","=""""","=""""",0,Harper Voyager,Kindle Edition,417,2018,2007,,2025/01/25,to-read,to-read (#1794),to-read,,,,0,0
213618143,"A Drop of Corruption (Ana and Din Mysteries, #2)",Robert Jackson Bennett,"Bennett, Robert Jackson",,"=""0593723821""","=""9780593723821""",0,Del Rey,Hardcover,461,2025,2025,,2025/01/25,to-read,to-read (#1793),to-read,,,,0,0
5826,Bel Canto,Ann Patchett,"Patchett, Ann",,"=""""","=""""",4.0,Harper Perennial,Paperback,318,2023,2001,2025/01/24,2024/07/14,,,read,,,,1,0
34473,In Praise of Shadows,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō","Edward G. Seidensticker, Thomas J. Harper, Charles Moore","=""""","=""""",0,Leete's Island Books,Paperback,56,1977,1933,,2025/01/24,to-read,to-read (#1792),to-read,,,,0,0
876637,Kappa,Ryūnosuke Akutagawa,"Akutagawa, Ryūnosuke",Geoffrey Bownas,"=""080483251X""","=""9780804832519""",0,Tuttle,Paperback,144,2000,1927,,2025/01/24,to-read,to-read (#1791),to-read,,,,0,0
32927264,Ms Ice Sandwich,Mieko Kawakami,"Kawakami, Mieko",Louise Heal Kawai,"=""1782273301""","=""9781782273301""",0,Pushkin Press,Paperback,92,2017,2013,,2025/01/24,to-read,to-read (#1790),to-read,,,,0,0
12483882,Schoolgirl,Osamu Dazai,"Dazai, Osamu",Allison Markin Powell,"=""1935548085""","=""9781935548089""",3.0,One Peace Books,Paperback,103,2011,1939,2025/01/24,2023/08/07,,,read,,,,1,0
220517405,There Are Reasons for This,Nini Berndt,"Berndt, Nini",,"=""1963108264""","=""9781963108262""",0,Tin House,Paperback,224,2025,2025,,2025/01/24,to-read,to-read (#1789),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",3.0,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2025/01/24,2020/07/16,,,read,Hyperion starts strong with fascinating world building and character development but loses steam in the last couple of sections of the novel.  The overarching narrative that ties together the various stories falls a bit flat at the end. Simmons still scores major points for solid prose overall and for Martin Silenus being one of the most hilariously memorable characters of all time.,,,1,0
239065,"The Descent (Descent, #1)",Jeff Long,"Long, Jeff",,"=""051513175X""","=""9780515131758""",0,Berkley,Mass Market Paperback,572,2001,1999,,2025/01/23,to-read,to-read (#1788),to-read,,,,0,0
301053,The Elementals,Michael McDowell,"McDowell, Michael",,"=""0380783606""","=""9780380783601""",0,Avon,Paperback,292,1981,1981,,2025/01/23,to-read,to-read (#1787),to-read,,,,0,0
5919825,To Autumn,John Keats,"Keats, John",,"=""0946497028""","=""9780946497027""",0,Beetham,Paperback,5,1985,1820,,2025/01/22,to-read,to-read (#1786),to-read,,,,0,0
320305,Endymion: A Poetic Romance,John Keats,"Keats, John",,"=""1419117793""","=""9781419117794""",0,Kessinger Publishing,Paperback,104,2004,1818,,2025/01/22,to-read,to-read (#1785),to-read,,,,0,0
8703751,Lamia,John Keats,"Keats, John",,"=""""","=""""",0,,Kindle Edition,,,1820,,2025/01/22,to-read,to-read (#1784),to-read,,,,0,0
138134,The Complete Poems,John Keats,"Keats, John",,"=""0679601082""","=""9780679601081""",0,Modern Library,Hardcover,416,1994,1820,,2025/01/22,to-read,to-read (#1783),to-read,,,,0,0
158875813,Prophet Song,Paul    Lynch,"Lynch, Paul",,"=""""","=""""",4.0,Oneworld Publications,ebook,259,2023,2023,2025/01/21,2023/11/27,,,read,"3.5. A bleak, barren landscape of a book that you trudge though hoping to eventually see the sun peak over the horizon. Plenty of impressive writing to notice along the difficult journey, and it almost makes it worth it, but had I known how heavy this was going to be I might not have picked it up. ",,,1,0
223422252,Homeseeking,Karissa Chen,"Chen, Karissa",,"=""0593712994""","=""9780593712993""",0,G.P. Putnam's Sons,Hardcover,512,2025,2025,,2025/01/20,to-read,to-read (#1782),to-read,,,,0,0
211004190,When the Moon Hits Your Eye,John Scalzi,"Scalzi, John",,"=""0765389096""","=""9780765389091""",0,Tor Books,Hardcover,326,2025,2025,,2025/01/20,to-read,to-read (#1781),to-read,,,,0,0
59503,The Lost Steps,Alejo Carpentier,"Carpentier, Alejo",Harriet de Onís,"=""0816638071""","=""9780816638079""",0,Univ Of Minnesota Press,Paperback,296,2001,1953,,2025/01/19,to-read,to-read (#1780),to-read,,,,0,0
59725231,Enter Ghost,Isabella Hammad,"Hammad, Isabella",,"=""080216238X""","=""9780802162380""",0,Grove Atlantic,Hardcover,336,2023,2023,,2025/01/19,to-read,to-read (#1779),to-read,,,,0,0
25561888,"The Decagon House Murders (House Murders, #1)",Yukito Ayatsuji,"Ayatsuji, Yukito","Ho-Ling Wong, Sōji Shimada","=""1508503737""","=""9781508503736""",0,Locked Room International,Paperback,228,2015,1987,,2025/01/18,to-read,to-read (#1778),to-read,,,,0,0
28915986,The Emotional Craft of Fiction: How to Write the Story Beneath the Surface,Donald Maass,"Maass, Donald",,"=""1440348375""","=""9781440348372""",0,Writer's Digest Books,Paperback,224,2016,2016,,2025/01/18,to-read,to-read (#1777),to-read,,,,0,0
219334833,My Friends,Hisham Matar,"Matar, Hisham",,"=""0812985095""","=""9780812985092""",0,Random House Trade Paperbacks,Paperback,416,2025,2024,,2025/01/16,to-read,to-read (#1776),to-read,,,,0,0
51506,Wittgenstein’s Mistress,David Markson,"Markson, David",David Foster Wallace,"=""1564782115""","=""9781564782113""",0,Dalkey Archive Press,Paperback,279,2012,1988,,2025/01/14,to-read,to-read (#1775),to-read,,,,0,0
213562784,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""0063250853""","=""9780063250857""",0,William Morrow Paperbacks,Paperback,322,2025,2023,,2025/01/14,to-read,to-read (#1774),to-read,,,,0,0
212755924,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""006342200X""","=""9780063422001""",0,Harper Perennial,Paperback,464,2025,2011,,2025/01/14,to-read,to-read (#1773),to-read,,,,0,0
51045613,Deacon King Kong,James   McBride,"McBride, James",,"=""073521672X""","=""9780735216723""",0,Riverhead Books,Hardcover,370,2020,2020,,2025/01/13,to-read,to-read (#1772),to-read,,,,0,0
65678550,The Heaven & Earth Grocery Store,James   McBride,"McBride, James",,"=""0593422945""","=""9780593422946""",0,Riverhead Books,Hardcover,400,2023,2023,,2025/01/13,to-read,to-read (#1771),to-read,,,,0,0
219300660,Vanishing World,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""0802164668""","=""9780802164667""",0,Grove Press,Hardcover,240,2025,2015,,2025/01/13,to-read,to-read (#1770),to-read,,,,0,0
211004124,Gifted & Talented,Olivie Blake,"Blake, Olivie",,"=""1250883407""","=""9781250883407""",0,Tor Books,Hardcover,512,2025,2025,,2025/01/13,to-read,to-read (#1769),to-read,,,,0,0
213344068,Fourteen Days,Margaret Atwood,"Atwood, Margaret",Douglas Preston,"=""0063280183""","=""9780063280182""",0,Harper Perennial,Paperback,384,2025,2024,,2025/01/13,to-read,to-read (#1768),to-read,,,,0,0
180357146,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""0802162177""","=""9780802162175""",0,Grove Press,Paperback,715,2025,2023,,2025/01/12,to-read,to-read (#1767),to-read,,,,0,0
394469,Suttree,Cormac McCarthy,"McCarthy, Cormac",,"=""0679736328""","=""9780679736325""",0,Vintage International,Paperback,471,1992,1979,,2025/01/12,to-read,to-read (#1766),to-read,,,,0,0
445305,The House of Paper,Carlos María Domínguez,"Domínguez, Carlos María","Nick Caistor, Peter Sís","=""0151011478""","=""9780151011476""",0,Houghton Mifflin Harcourt,Hardcover,112,2005,2002,,2025/01/12,to-read,to-read (#1765),to-read,,,,0,0
176443640,After World,Debbie Urbanski,"Urbanski, Debbie",,"=""1668023458""","=""9781668023457""",0,Simon & Schuster,Hardcover,368,2023,2023,,2025/01/12,to-read,to-read (#1764),to-read,,,,0,0
215073599,I Want to Go Home But I’m Already There,Róisín Lanigan,"Lanigan, Róisín",,"=""0241668557""","=""9780241668559""",0,Penguin,Kindle Edition,288,2025,2025,,2025/01/12,to-read,to-read (#1763),to-read,,,,0,0
219520778,Dream Count,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0593802721""","=""9780593802724""",0,Knopf,Hardcover,416,2025,2025,,2025/01/12,to-read,to-read (#1762),to-read,,,,0,0
28413,The Ladies' Paradise,Émile Zola,"Zola, Émile","Robin Buss, M. Vingeroets-Longerstaey, Brian     Nelson","=""0192836021""","=""9780192836021""",0,Oxford University Press,Paperback,438,2008,1883,,2025/01/12,to-read,to-read (#1761),to-read,,,,0,0
264587,The Beautyful Ones Are Not Yet Born,Ayi Kwei Armah,"Armah, Ayi Kwei",,"=""0435905406""","=""9780435905408""",0,Heinemann,Paperback,183,1989,1968,,2025/01/12,to-read,to-read (#1760),to-read,,,,0,0
221081944,You Dreamed of Empires,Álvaro Enrigue,"Enrigue, Álvaro",Natasha Wimmer,"=""0593544803""","=""9780593544808""",0,Riverhead Books,Paperback,240,2024,2022,,2025/01/12,to-read,to-read (#1759),to-read,,,,0,0
20410192,"Annihilation (Southern Reach, #1)",Jeff Vandermeer,"Vandermeer, Jeff",,"=""""","=""""",4.0,FSG Originals,Kindle Edition,210,2014,2014,2025/01/11,2021/10/31,,,read,,,,1,0
2514766,Los recuerdos del porvenir,Elena Garro,"Garro, Elena",,"=""9682705673""","=""9789682705670""",0,Planeta Publishing,Paperback,292,2007,1963,,2025/01/08,to-read,to-read (#1758),to-read,,,,0,0
53447,El túnel,Ernesto Sabato,"Sabato, Ernesto",Nino Pipia,"=""9871144261""","=""9789871144266""",0,Booket,Paperback,158,2003,1948,,2025/01/08,to-read,to-read (#1757),to-read,,,,0,0
2075382,El llano en llamas,Juan Rulfo,"Rulfo, Juan",,"=""9500718030""","=""9789500718035""",0,Sudamericana,Paperback,210,2000,1953,,2025/01/08,to-read,to-read (#1756),to-read,,,,0,0
53969,The Feast of the Goat,Mario Vargas Llosa,"Llosa, Mario Vargas",Edith Grossman,"=""0571207766""","=""9780571207763""",0,Faber and Faber,Paperback,475,2003,2000,,2025/01/08,to-read,to-read (#1755),to-read,,,,0,0
210943364,The Message,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0593230388""","=""9780593230381""",0,One World,Hardcover,232,2024,2024,,2025/01/07,to-read,to-read (#1754),to-read,,,,0,0
156188,Omensetter's Luck,William H. Gass,"Gass, William H.",,"=""0141180102""","=""9780141180106""",0,Penguin Classics,Paperback,315,1997,1966,,2024/06/10,currently-reading,currently-reading (#2),currently-reading,,,,1,0
20763843,Braiding Sweetgrass,Robin Wall Kimmerer,"Kimmerer, Robin Wall",,"=""1571313567""","=""9781571313560""",4.0,Milkweed Editions,Paperback,386,2015,2013,2025/01/07,2024/08/18,,,read,,,,1,0
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",3.0,Vintage,Paperback,400,2003,1985,2025/01/07,2021/10/12,,,read,,,,1,0
